steps,date,interval
00,2012-10-13,545,weekend
00,2012-10-13,550,weekend
3939,2012-10-13,555,weekend
00,2012-10-13,600,weekend
00,2012-10-13,605,weekend
00,2012-10-13,610,weekend
5555,2012-10-13,615,weekend
00,2012-10-13,620,weekend
00,2012-10-13,625,weekend
00,2012-10-13,630,weekend
6969,2012-10-13,635,weekend
2626,2012-10-13,640,weekend
1212,2012-10-13,645,weekend
2828,2012-10-13,650,weekend
00,2012-10-13,655,weekend
00,2012-10-13,700,weekend
00,2012-10-13,705,weekend
3232,2012-10-13,710,weekend
00,2012-10-13,715,weekend
00,2012-10-13,720,weekend
66,2012-10-13,725,weekend
5252,2012-10-13,730,weekend
3232,2012-10-13,735,weekend
88,2012-10-13,740,weekend
8888,2012-10-13,745,weekend
00,2012-10-13,750,weekend
00,2012-10-13,755,weekend
7373,2012-10-13,800,weekend
00,2012-10-13,805,weekend
77,2012-10-13,810,weekend
00,2012-10-13,815,weekend
2424,2012-10-13,820,weekend
103103,2012-10-13,825,weekend
2323,2012-10-13,830,weekend
6767,2012-10-13,835,weekend
248248,2012-10-13,840,weekend
512512,2012-10-13,845,weekend
542542,2012-10-13,850,weekend
265265,2012-10-13,855,weekend
1818,2012-10-13,900,weekend
497497,2012-10-13,905,weekend
476476,2012-10-13,910,weekend
479479,2012-10-13,915,weekend
491491,2012-10-13,920,weekend
504504,2012-10-13,925,weekend
488488,2012-10-13,930,weekend
498498,2012-10-13,935,weekend
5555,2012-10-13,940,weekend
120120,2012-10-13,945,weekend
5757,2012-10-13,950,weekend
00,2012-10-13,955,weekend
00,2012-10-13,1000,weekend
00,2012-10-13,1005,weekend
00,2012-10-13,1010,weekend
00,2012-10-13,1015,weekend
1515,2012-10-13,1020,weekend
2929,2012-10-13,1025,weekend
8888,2012-10-13,1030,weekend
00,2012-10-13,1035,weekend
00,2012-10-13,1040,weekend
2222,2012-10-13,1045,weekend
00,2012-10-13,1050,weekend
6969,2012-10-13,1055,weekend
2222,2012-10-13,1100,weekend
00,2012-10-13,1105,weekend
2020,2012-10-13,1110,weekend
8080,2012-10-13,1115,weekend
66,2012-10-13,1120,weekend
7979,2012-10-13,1125,weekend
66,2012-10-13,1130,weekend
7979,2012-10-13,1135,weekend
00,2012-10-13,1140,weekend
00,2012-10-13,1145,weekend
00,2012-10-13,1150,weekend
00,2012-10-13,1155,weekend
2323,2012-10-13,1200,weekend
7474,2012-10-13,1205,weekend
335335,2012-10-13,1210,weekend
429429,2012-10-13,1215,weekend
6464,2012-10-13,1220,weekend
00,2012-10-13,1225,weekend
00,2012-10-13,1230,weekend
00,2012-10-13,1235,weekend
00,2012-10-13,1240,weekend
8181,2012-10-13,1245,weekend
3838,2012-10-13,1250,weekend
99,2012-10-13,1255,weekend
00,2012-10-13,1300,weekend
00,2012-10-13,1305,weekend
00,2012-10-13,1310,weekend
00,2012-10-13,1315,weekend
00,2012-10-13,1320,weekend
00,2012-10-13,1325,weekend
00,2012-10-13,1330,weekend
1111,2012-10-13,1335,weekend
3838,2012-10-13,1340,weekend
139139,2012-10-13,1345,weekend
532532,2012-10-13,1350,weekend
507507,2012-10-13,1355,weekend
210210,2012-10-13,1400,weekend
276276,2012-10-13,1405,weekend
518518,2012-10-13,1410,weekend
495495,2012-10-13,1415,weekend
214214,2012-10-13,1420,weekend
9898,2012-10-13,1425,weekend
161161,2012-10-13,1430,weekend
00,2012-10-13,1435,weekend
00,2012-10-13,1440,weekend
00,2012-10-13,1445,weekend
1212,2012-10-13,1450,weekend
120120,2012-10-13,1455,weekend
194194,2012-10-13,1500,weekend
00,2012-10-13,1505,weekend
00,2012-10-13,1510,weekend
114114,2012-10-13,1515,weekend
77,2012-10-13,1520,weekend
00,2012-10-13,1525,weekend
3434,2012-10-13,1530,weekend
00,2012-10-13,1535,weekend
00,2012-10-13,1540,weekend
1818,2012-10-13,1545,weekend
3131,2012-10-13,1550,weekend
1515,2012-10-13,1555,weekend
00,2012-10-13,1600,weekend
00,2012-10-13,1605,weekend
1818,2012-10-13,1610,weekend
3939,2012-10-13,1615,weekend
6666,2012-10-13,1620,weekend
111111,2012-10-13,1625,weekend
77,2012-10-13,1630,weekend
00,2012-10-13,1635,weekend
00,2012-10-13,1640,weekend
7171,2012-10-13,1645,weekend
4141,2012-10-13,1650,weekend
00,2012-10-13,1655,weekend
00,2012-10-13,1700,weekend
00,2012-10-13,1705,weekend
00,2012-10-13,1710,weekend
00,2012-10-13,1715,weekend
00,2012-10-13,1720,weekend
00,2012-10-13,1725,weekend
00,2012-10-13,1730,weekend
00,2012-10-13,1735,weekend
00,2012-10-13,1740,weekend
00,2012-10-13,1745,weekend
00,2012-10-13,1750,weekend
2020,2012-10-13,1755,weekend
4343,2012-10-13,1800,weekend
2323,2012-10-13,1805,weekend
00,2012-10-13,1810,weekend
2525,2012-10-13,1815,weekend
5454,2012-10-13,1820,weekend
00,2012-10-13,1825,weekend
1919,2012-10-13,1830,weekend
00,2012-10-13,1835,weekend
00,2012-10-13,1840,weekend
00,2012-10-13,1845,weekend
00,2012-10-13,1850,weekend
00,2012-10-13,1855,weekend
99,2012-10-13,1900,weekend
2828,2012-10-13,1905,weekend
88,2012-10-13,1910,weekend
00,2012-10-13,1915,weekend
4848,2012-10-13,1920,weekend
6464,2012-10-13,1925,weekend
00,2012-10-13,1930,weekend
00,2012-10-13,1935,weekend
6767,2012-10-13,1940,weekend
2929,2012-10-13,1945,weekend
00,2012-10-13,1950,weekend
00,2012-10-13,1955,weekend
00,2012-10-13,2000,weekend
00,2012-10-13,2005,weekend
00,2012-10-13,2010,weekend
3636,2012-10-13,2015,weekend
2222,2012-10-13,2020,weekend
00,2012-10-13,2025,weekend
99,2012-10-13,2030,weekend
00,2012-10-13,2035,weekend
00,2012-10-13,2040,weekend
00,2012-10-13,2045,weekend
2929,2012-10-13,2050,weekend
129129,2012-10-13,2055,weekend
00,2012-10-13,2100,weekend
00,2012-10-13,2105,weekend
00,2012-10-13,2110,weekend
00,2012-10-13,2115,weekend
00,2012-10-13,2120,weekend
00,2012-10-13,2125,weekend
00,2012-10-13,2130,weekend
00,2012-10-13,2135,weekend
00,2012-10-13,2140,weekend
00,2012-10-13,2145,weekend
00,2012-10-13,2150,weekend
00,2012-10-13,2155,weekend
00,2012-10-13,2200,weekend
00,2012-10-13,2205,weekend
00,2012-10-13,2210,weekend
00,2012-10-13,2215,weekend
00,2012-10-13,2220,weekend
00,2012-10-13,2225,weekend
00,2012-10-13,2230,weekend
00,2012-10-13,2235,weekend
00,2012-10-13,2240,weekend
00,2012-10-13,2245,weekend
00,2012-10-13,2250,weekend
00,2012-10-13,2255,weekend
00,2012-10-13,2300,weekend
00,2012-10-13,2305,weekend
00,2012-10-13,2310,weekend
00,2012-10-13,2315,weekend
00,2012-10-13,2320,weekend
00,2012-10-13,2325,weekend
00,2012-10-13,2330,weekend
00,2012-10-13,2335,weekend
00,2012-10-13,2340,weekend
00,2012-10-13,2345,weekend
00,2012-10-13,2350,weekend
00,2012-10-13,2355,weekend
00,2012-10-14,0,weekend
00,2012-10-14,5,weekend
00,2012-10-14,10,weekend
00,2012-10-14,15,weekend
00,2012-10-14,20,weekend
5252,2012-10-14,25,weekend
00,2012-10-14,30,weekend
00,2012-10-14,35,weekend
00,2012-10-14,40,weekend
00,2012-10-14,45,weekend
00,2012-10-14,50,weekend
00,2012-10-14,55,weekend
00,2012-10-14,100,weekend
00,2012-10-14,105,weekend
00,2012-10-14,110,weekend
00,2012-10-14,115,weekend
00,2012-10-14,120,weekend
00,2012-10-14,125,weekend
00,2012-10-14,130,weekend
99,2012-10-14,135,weekend
00,2012-10-14,140,weekend
00,2012-10-14,145,weekend
00,2012-10-14,150,weekend
00,2012-10-14,155,weekend
00,2012-10-14,200,weekend
00,2012-10-14,205,weekend
44,2012-10-14,210,weekend
00,2012-10-14,215,weekend
00,2012-10-14,220,weekend
00,2012-10-14,225,weekend
00,2012-10-14,230,weekend
00,2012-10-14,235,weekend
00,2012-10-14,240,weekend
00,2012-10-14,245,weekend
00,2012-10-14,250,weekend
00,2012-10-14,255,weekend
00,2012-10-14,300,weekend
00,2012-10-14,305,weekend
00,2012-10-14,310,weekend
00,2012-10-14,315,weekend
00,2012-10-14,320,weekend
00,2012-10-14,325,weekend
00,2012-10-14,330,weekend
00,2012-10-14,335,weekend
00,2012-10-14,340,weekend
00,2012-10-14,345,weekend
00,2012-10-14,350,weekend
00,2012-10-14,355,weekend
00,2012-10-14,400,weekend
00,2012-10-14,405,weekend
00,2012-10-14,410,weekend
00,2012-10-14,415,weekend
00,2012-10-14,420,weekend
00,2012-10-14,425,weekend
00,2012-10-14,430,weekend
00,2012-10-14,435,weekend
00,2012-10-14,440,weekend
00,2012-10-14,445,weekend
4545,2012-10-14,450,weekend
00,2012-10-14,455,weekend
00,2012-10-14,500,weekend
00,2012-10-14,505,weekend
00,2012-10-14,510,weekend
00,2012-10-14,515,weekend
00,2012-10-14,520,weekend
00,2012-10-14,525,weekend
00,2012-10-14,530,weekend
00,2012-10-14,535,weekend
00,2012-10-14,540,weekend
00,2012-10-14,545,weekend
1818,2012-10-14,550,weekend
4141,2012-10-14,555,weekend
00,2012-10-14,600,weekend
00,2012-10-14,605,weekend
00,2012-10-14,610,weekend
00,2012-10-14,615,weekend
00,2012-10-14,620,weekend
2020,2012-10-14,625,weekend
1616,2012-10-14,630,weekend
3737,2012-10-14,635,weekend
00,2012-10-14,640,weekend
00,2012-10-14,645,weekend
00,2012-10-14,650,weekend
1313,2012-10-14,655,weekend
00,2012-10-14,700,weekend
00,2012-10-14,705,weekend
1414,2012-10-14,710,weekend
2121,2012-10-14,715,weekend
00,2012-10-14,720,weekend
5959,2012-10-14,725,weekend
00,2012-10-14,730,weekend
2828,2012-10-14,735,weekend
6262,2012-10-14,740,weekend
2828,2012-10-14,745,weekend
1515,2012-10-14,750,weekend
00,2012-10-14,755,weekend
00,2012-10-14,800,weekend
00,2012-10-14,805,weekend
00,2012-10-14,810,weekend
2525,2012-10-14,815,weekend
6363,2012-10-14,820,weekend
00,2012-10-14,825,weekend
00,2012-10-14,830,weekend
5252,2012-10-14,835,weekend
2323,2012-10-14,840,weekend
00,2012-10-14,845,weekend
00,2012-10-14,850,weekend
8787,2012-10-14,855,weekend
1515,2012-10-14,900,weekend
00,2012-10-14,905,weekend
5959,2012-10-14,910,weekend
1515,2012-10-14,915,weekend
00,2012-10-14,920,weekend
00,2012-10-14,925,weekend
00,2012-10-14,930,weekend
1919,2012-10-14,935,weekend
00,2012-10-14,940,weekend
5959,2012-10-14,945,weekend
7878,2012-10-14,950,weekend
221221,2012-10-14,955,weekend
392392,2012-10-14,1000,weekend
468468,2012-10-14,1005,weekend
475475,2012-10-14,1010,weekend
524524,2012-10-14,1015,weekend
507507,2012-10-14,1020,weekend
528528,2012-10-14,1025,weekend
533533,2012-10-14,1030,weekend
540540,2012-10-14,1035,weekend
540540,2012-10-14,1040,weekend
6565,2012-10-14,1045,weekend
4848,2012-10-14,1050,weekend
4646,2012-10-14,1055,weekend
143143,2012-10-14,1100,weekend
00,2012-10-14,1105,weekend
7979,2012-10-14,1110,weekend
00,2012-10-14,1115,weekend
00,2012-10-14,1120,weekend
00,2012-10-14,1125,weekend
00,2012-10-14,1130,weekend
00,2012-10-14,1135,weekend
00,2012-10-14,1140,weekend
00,2012-10-14,1145,weekend
00,2012-10-14,1150,weekend
00,2012-10-14,1155,weekend
00,2012-10-14,1200,weekend
00,2012-10-14,1205,weekend
00,2012-10-14,1210,weekend
00,2012-10-14,1215,weekend
00,2012-10-14,1220,weekend
00,2012-10-14,1225,weekend
00,2012-10-14,1230,weekend
00,2012-10-14,1235,weekend
00,2012-10-14,1240,weekend
00,2012-10-14,1245,weekend
00,2012-10-14,1250,weekend
00,2012-10-14,1255,weekend
1717,2012-10-14,1300,weekend
00,2012-10-14,1305,weekend
00,2012-10-14,1310,weekend
00,2012-10-14,1315,weekend
00,2012-10-14,1320,weekend
00,2012-10-14,1325,weekend
00,2012-10-14,1330,weekend
00,2012-10-14,1335,weekend
00,2012-10-14,1340,weekend
00,2012-10-14,1345,weekend
00,2012-10-14,1350,weekend
00,2012-10-14,1355,weekend
4444,2012-10-14,1400,weekend
3232,2012-10-14,1405,weekend
00,2012-10-14,1410,weekend
00,2012-10-14,1415,weekend
3838,2012-10-14,1420,weekend
1717,2012-10-14,1425,weekend
44,2012-10-14,1430,weekend
5959,2012-10-14,1435,weekend
7878,2012-10-14,1440,weekend
00,2012-10-14,1445,weekend
00,2012-10-14,1450,weekend
88,2012-10-14,1455,weekend
1010,2012-10-14,1500,weekend
8282,2012-10-14,1505,weekend
120120,2012-10-14,1510,weekend
232232,2012-10-14,1515,weekend
505505,2012-10-14,1520,weekend
498498,2012-10-14,1525,weekend
298298,2012-10-14,1530,weekend
330330,2012-10-14,1535,weekend
486486,2012-10-14,1540,weekend
533533,2012-10-14,1545,weekend
298298,2012-10-14,1550,weekend
285285,2012-10-14,1555,weekend
250250,2012-10-14,1600,weekend
223223,2012-10-14,1605,weekend
302302,2012-10-14,1610,weekend
465465,2012-10-14,1615,weekend
520520,2012-10-14,1620,weekend
526526,2012-10-14,1625,weekend
535535,2012-10-14,1630,weekend
247247,2012-10-14,1635,weekend
400400,2012-10-14,1640,weekend
7272,2012-10-14,1645,weekend
00,2012-10-14,1650,weekend
00,2012-10-14,1655,weekend
00,2012-10-14,1700,weekend
00,2012-10-14,1705,weekend
00,2012-10-14,1710,weekend
00,2012-10-14,1715,weekend
432432,2012-10-14,1720,weekend
8585,2012-10-14,1725,weekend
3939,2012-10-14,1730,weekend
5555,2012-10-14,1735,weekend
00,2012-10-14,1740,weekend
1717,2012-10-14,1745,weekend
3030,2012-10-14,1750,weekend
4343,2012-10-14,1755,weekend
00,2012-10-14,1800,weekend
00,2012-10-14,1805,weekend
00,2012-10-14,1810,weekend
00,2012-10-14,1815,weekend
6363,2012-10-14,1820,weekend
5858,2012-10-14,1825,weekend
4949,2012-10-14,1830,weekend
1616,2012-10-14,1835,weekend
00,2012-10-14,1840,weekend
6565,2012-10-14,1845,weekend
00,2012-10-14,1850,weekend
153153,2012-10-14,1855,weekend
7373,2012-10-14,1900,weekend
11,2012-10-14,1905,weekend
00,2012-10-14,1910,weekend
00,2012-10-14,1915,weekend
00,2012-10-14,1920,weekend
00,2012-10-14,1925,weekend
00,2012-10-14,1930,weekend
00,2012-10-14,1935,weekend
00,2012-10-14,1940,weekend
00,2012-10-14,1945,weekend
00,2012-10-14,1950,weekend
00,2012-10-14,1955,weekend
00,2012-10-14,2000,weekend
00,2012-10-14,2005,weekend
00,2012-10-14,2010,weekend
00,2012-10-14,2015,weekend
00,2012-10-14,2020,weekend
00,2012-10-14,2025,weekend
00,2012-10-14,2030,weekend
00,2012-10-14,2035,weekend
00,2012-10-14,2040,weekend
00,2012-10-14,2045,weekend
88,2012-10-14,2050,weekend
9595,2012-10-14,2055,weekend
157157,2012-10-14,2100,weekend
2222,2012-10-14,2105,weekend
00,2012-10-14,2110,weekend
00,2012-10-14,2115,weekend
00,2012-10-14,2120,weekend
00,2012-10-14,2125,weekend
3737,2012-10-14,2130,weekend
00,2012-10-14,2135,weekend
00,2012-10-14,2140,weekend
00,2012-10-14,2145,weekend
00,2012-10-14,2150,weekend
00,2012-10-14,2155,weekend
00,2012-10-14,2200,weekend
00,2012-10-14,2205,weekend
00,2012-10-14,2210,weekend
00,2012-10-14,2215,weekend
00,2012-10-14,2220,weekend
00,2012-10-14,2225,weekend
00,2012-10-14,2230,weekend
00,2012-10-14,2235,weekend
00,2012-10-14,2240,weekend
00,2012-10-14,2245,weekend
00,2012-10-14,2250,weekend
00,2012-10-14,2255,weekend
00,2012-10-14,2300,weekend
00,2012-10-14,2305,weekend
00,2012-10-14,2310,weekend
00,2012-10-14,2315,weekend
00,2012-10-14,2320,weekend
00,2012-10-14,2325,weekend
00,2012-10-14,2330,weekend
00,2012-10-14,2335,weekend
00,2012-10-14,2340,weekend
00,2012-10-14,2345,weekend
00,2012-10-14,2350,weekend
00,2012-10-14,2355,weekend
00,2012-10-15,0,weekday
00,2012-10-15,5,weekday
00,2012-10-15,10,weekday
00,2012-10-15,15,weekday
00,2012-10-15,20,weekday
3535,2012-10-15,25,weekday
00,2012-10-15,30,weekday
00,2012-10-15,35,weekday
00,2012-10-15,40,weekday
00,2012-10-15,45,weekday
00,2012-10-15,50,weekday
00,2012-10-15,55,weekday
00,2012-10-15,100,weekday
00,2012-10-15,105,weekday
00,2012-10-15,110,weekday
00,2012-10-15,115,weekday
00,2012-10-15,120,weekday
00,2012-10-15,125,weekday
00,2012-10-15,130,weekday
00,2012-10-15,135,weekday
00,2012-10-15,140,weekday
00,2012-10-15,145,weekday
00,2012-10-15,150,weekday
00,2012-10-15,155,weekday
00,2012-10-15,200,weekday
00,2012-10-15,205,weekday
00,2012-10-15,210,weekday
00,2012-10-15,215,weekday
00,2012-10-15,220,weekday
00,2012-10-15,225,weekday
00,2012-10-15,230,weekday
00,2012-10-15,235,weekday
00,2012-10-15,240,weekday
00,2012-10-15,245,weekday
00,2012-10-15,250,weekday
00,2012-10-15,255,weekday
00,2012-10-15,300,weekday
00,2012-10-15,305,weekday
00,2012-10-15,310,weekday
00,2012-10-15,315,weekday
00,2012-10-15,320,weekday
00,2012-10-15,325,weekday
00,2012-10-15,330,weekday
00,2012-10-15,335,weekday
1616,2012-10-15,340,weekday
00,2012-10-15,345,weekday
00,2012-10-15,350,weekday
00,2012-10-15,355,weekday
00,2012-10-15,400,weekday
1111,2012-10-15,405,weekday
2424,2012-10-15,410,weekday
00,2012-10-15,415,weekday
00,2012-10-15,420,weekday
00,2012-10-15,425,weekday
00,2012-10-15,430,weekday
00,2012-10-15,435,weekday
00,2012-10-15,440,weekday
00,2012-10-15,445,weekday
00,2012-10-15,450,weekday
00,2012-10-15,455,weekday
00,2012-10-15,500,weekday
00,2012-10-15,505,weekday
00,2012-10-15,510,weekday
00,2012-10-15,515,weekday
00,2012-10-15,520,weekday
00,2012-10-15,525,weekday
00,2012-10-15,530,weekday
00,2012-10-15,535,weekday
00,2012-10-15,540,weekday
00,2012-10-15,545,weekday
00,2012-10-15,550,weekday
00,2012-10-15,555,weekday
1010,2012-10-15,600,weekday
00,2012-10-15,605,weekday
00,2012-10-15,610,weekday
00,2012-10-15,615,weekday
5454,2012-10-15,620,weekday
00,2012-10-15,625,weekday
2020,2012-10-15,630,weekday
00,2012-10-15,635,weekday
9090,2012-10-15,640,weekday
00,2012-10-15,645,weekday
77,2012-10-15,650,weekday
00,2012-10-15,655,weekday
5454,2012-10-15,700,weekday
2020,2012-10-15,705,weekday
00,2012-10-15,710,weekday
00,2012-10-15,715,weekday
00,2012-10-15,720,weekday
6464,2012-10-15,725,weekday
2424,2012-10-15,730,weekday
00,2012-10-15,735,weekday
6868,2012-10-15,740,weekday
4343,2012-10-15,745,weekday
4343,2012-10-15,750,weekday
8181,2012-10-15,755,weekday
3535,2012-10-15,800,weekday
133133,2012-10-15,805,weekday
9999,2012-10-15,810,weekday
2222,2012-10-15,815,weekday
7575,2012-10-15,820,weekday
7272,2012-10-15,825,weekday
224224,2012-10-15,830,weekday
786786,2012-10-15,835,weekday
315315,2012-10-15,840,weekday
264264,2012-10-15,845,weekday
781781,2012-10-15,850,weekday
757757,2012-10-15,855,weekday
732732,2012-10-15,900,weekday
686686,2012-10-15,905,weekday
592592,2012-10-15,910,weekday
119119,2012-10-15,915,weekday
127127,2012-10-15,920,weekday
2121,2012-10-15,925,weekday
3535,2012-10-15,930,weekday
00,2012-10-15,935,weekday
00,2012-10-15,940,weekday
7878,2012-10-15,945,weekday
22,2012-10-15,950,weekday
00,2012-10-15,955,weekday
00,2012-10-15,1000,weekday
00,2012-10-15,1005,weekday
00,2012-10-15,1010,weekday
00,2012-10-15,1015,weekday
00,2012-10-15,1020,weekday
00,2012-10-15,1025,weekday
00,2012-10-15,1030,weekday
00,2012-10-15,1035,weekday
00,2012-10-15,1040,weekday
00,2012-10-15,1045,weekday
00,2012-10-15,1050,weekday
00,2012-10-15,1055,weekday
00,2012-10-15,1100,weekday
00,2012-10-15,1105,weekday
00,2012-10-15,1110,weekday
00,2012-10-15,1115,weekday
00,2012-10-15,1120,weekday
00,2012-10-15,1125,weekday
00,2012-10-15,1130,weekday
3838,2012-10-15,1135,weekday
3737,2012-10-15,1140,weekday
193193,2012-10-15,1145,weekday
2525,2012-10-15,1150,weekday
00,2012-10-15,1155,weekday
00,2012-10-15,1200,weekday
00,2012-10-15,1205,weekday
2929,2012-10-15,1210,weekday
7171,2012-10-15,1215,weekday
7373,2012-10-15,1220,weekday
88,2012-10-15,1225,weekday
66,2012-10-15,1230,weekday
3838,2012-10-15,1235,weekday
00,2012-10-15,1240,weekday
00,2012-10-15,1245,weekday
00,2012-10-15,1250,weekday
00,2012-10-15,1255,weekday
00,2012-10-15,1300,weekday
00,2012-10-15,1305,weekday
00,2012-10-15,1310,weekday
00,2012-10-15,1315,weekday
00,2012-10-15,1320,weekday
00,2012-10-15,1325,weekday
00,2012-10-15,1330,weekday
00,2012-10-15,1335,weekday
00,2012-10-15,1340,weekday
00,2012-10-15,1345,weekday
00,2012-10-15,1350,weekday
00,2012-10-15,1355,weekday
00,2012-10-15,1400,weekday
00,2012-10-15,1405,weekday
00,2012-10-15,1410,weekday
00,2012-10-15,1415,weekday
00,2012-10-15,1420,weekday
00,2012-10-15,1425,weekday
00,2012-10-15,1430,weekday
00,2012-10-15,1435,weekday
00,2012-10-15,1440,weekday
00,2012-10-15,1445,weekday
00,2012-10-15,1450,weekday
00,2012-10-15,1455,weekday
00,2012-10-15,1500,weekday
6464,2012-10-15,1505,weekday
8282,2012-10-15,1510,weekday
00,2012-10-15,1515,weekday
00,2012-10-15,1520,weekday
44,2012-10-15,1525,weekday
00,2012-10-15,1530,weekday
00,2012-10-15,1535,weekday
00,2012-10-15,1540,weekday
00,2012-10-15,1545,weekday
00,2012-10-15,1550,weekday
1919,2012-10-15,1555,weekday
00,2012-10-15,1600,weekday
00,2012-10-15,1605,weekday
5858,2012-10-15,1610,weekday
9494,2012-10-15,1615,weekday
00,2012-10-15,1620,weekday
00,2012-10-15,1625,weekday
00,2012-10-15,1630,weekday
00,2012-10-15,1635,weekday
00,2012-10-15,1640,weekday
00,2012-10-15,1645,weekday
00,2012-10-15,1650,weekday
00,2012-10-15,1655,weekday
00,2012-10-15,1700,weekday
00,2012-10-15,1705,weekday
00,2012-10-15,1710,weekday
00,2012-10-15,1715,weekday
00,2012-10-15,1720,weekday
00,2012-10-15,1725,weekday
00,2012-10-15,1730,weekday
00,2012-10-15,1735,weekday
00,2012-10-15,1740,weekday
44,2012-10-15,1745,weekday
00,2012-10-15,1750,weekday
00,2012-10-15,1755,weekday
3030,2012-10-15,1800,weekday
00,2012-10-15,1805,weekday
77,2012-10-15,1810,weekday
00,2012-10-15,1815,weekday
3232,2012-10-15,1820,weekday
5454,2012-10-15,1825,weekday
8383,2012-10-15,1830,weekday
00,2012-10-15,1835,weekday
203203,2012-10-15,1840,weekday
581581,2012-10-15,1845,weekday
5555,2012-10-15,1850,weekday
310310,2012-10-15,1855,weekday
437437,2012-10-15,1900,weekday
00,2012-10-15,1905,weekday
4646,2012-10-15,1910,weekday
00,2012-10-15,1915,weekday
00,2012-10-15,1920,weekday
5050,2012-10-15,1925,weekday
00,2012-10-15,1930,weekday
00,2012-10-15,1935,weekday
00,2012-10-15,1940,weekday
00,2012-10-15,1945,weekday
00,2012-10-15,1950,weekday
00,2012-10-15,1955,weekday
00,2012-10-15,2000,weekday
00,2012-10-15,2005,weekday
00,2012-10-15,2010,weekday
6565,2012-10-15,2015,weekday
00,2012-10-15,2020,weekday
00,2012-10-15,2025,weekday
00,2012-10-15,2030,weekday
00,2012-10-15,2035,weekday
00,2012-10-15,2040,weekday
00,2012-10-15,2045,weekday
00,2012-10-15,2050,weekday
00,2012-10-15,2055,weekday
2222,2012-10-15,2100,weekday
88,2012-10-15,2105,weekday
00,2012-10-15,2110,weekday
99,2012-10-15,2115,weekday
00,2012-10-15,2120,weekday
00,2012-10-15,2125,weekday
152152,2012-10-15,2130,weekday
406406,2012-10-15,2135,weekday
8686,2012-10-15,2140,weekday
00,2012-10-15,2145,weekday
88,2012-10-15,2150,weekday
1717,2012-10-15,2155,weekday
00,2012-10-15,2200,weekday
00,2012-10-15,2205,weekday
00,2012-10-15,2210,weekday
00,2012-10-15,2215,weekday
00,2012-10-15,2220,weekday
00,2012-10-15,2225,weekday
00,2012-10-15,2230,weekday
00,2012-10-15,2235,weekday
00,2012-10-15,2240,weekday
00,2012-10-15,2245,weekday
00,2012-10-15,2250,weekday
00,2012-10-15,2255,weekday
00,2012-10-15,2300,weekday
1616,2012-10-15,2305,weekday
00,2012-10-15,2310,weekday
00,2012-10-15,2315,weekday
00,2012-10-15,2320,weekday
00,2012-10-15,2325,weekday
00,2012-10-15,2330,weekday
00,2012-10-15,2335,weekday
00,2012-10-15,2340,weekday
00,2012-10-15,2345,weekday
00,2012-10-15,2350,weekday
00,2012-10-15,2355,weekday
00,2012-10-16,0,weekday
00,2012-10-16,5,weekday
00,2012-10-16,10,weekday
00,2012-10-16,15,weekday
00,2012-10-16,20,weekday
00,2012-10-16,25,weekday
00,2012-10-16,30,weekday
00,2012-10-16,35,weekday
00,2012-10-16,40,weekday
00,2012-10-16,45,weekday
00,2012-10-16,50,weekday
00,2012-10-16,55,weekday
00,2012-10-16,100,weekday
00,2012-10-16,105,weekday
00,2012-10-16,110,weekday
00,2012-10-16,115,weekday
00,2012-10-16,120,weekday
00,2012-10-16,125,weekday
00,2012-10-16,130,weekday
00,2012-10-16,135,weekday
44,2012-10-16,140,weekday
00,2012-10-16,145,weekday
00,2012-10-16,150,weekday
00,2012-10-16,155,weekday
00,2012-10-16,200,weekday
00,2012-10-16,205,weekday
00,2012-10-16,210,weekday
00,2012-10-16,215,weekday
00,2012-10-16,220,weekday
00,2012-10-16,225,weekday
00,2012-10-16,230,weekday
1212,2012-10-16,235,weekday
00,2012-10-16,240,weekday
00,2012-10-16,245,weekday
00,2012-10-16,250,weekday
00,2012-10-16,255,weekday
00,2012-10-16,300,weekday
00,2012-10-16,305,weekday
00,2012-10-16,310,weekday
00,2012-10-16,315,weekday
00,2012-10-16,320,weekday
00,2012-10-16,325,weekday
00,2012-10-16,330,weekday
00,2012-10-16,335,weekday
00,2012-10-16,340,weekday
00,2012-10-16,345,weekday
00,2012-10-16,350,weekday
00,2012-10-16,355,weekday
00,2012-10-16,400,weekday
00,2012-10-16,405,weekday
00,2012-10-16,410,weekday
00,2012-10-16,415,weekday
00,2012-10-16,420,weekday
00,2012-10-16,425,weekday
00,2012-10-16,430,weekday
00,2012-10-16,435,weekday
00,2012-10-16,440,weekday
00,2012-10-16,445,weekday
00,2012-10-16,450,weekday
00,2012-10-16,455,weekday
00,2012-10-16,500,weekday
00,2012-10-16,505,weekday
1212,2012-10-16,510,weekday
00,2012-10-16,515,weekday
00,2012-10-16,520,weekday
00,2012-10-16,525,weekday
00,2012-10-16,530,weekday
00,2012-10-16,535,weekday
00,2012-10-16,540,weekday
00,2012-10-16,545,weekday
1212,2012-10-16,550,weekday
00,2012-10-16,555,weekday
00,2012-10-16,600,weekday
1717,2012-10-16,605,weekday
00,2012-10-16,610,weekday
00,2012-10-16,615,weekday
00,2012-10-16,620,weekday
00,2012-10-16,625,weekday
5858,2012-10-16,630,weekday
178178,2012-10-16,635,weekday
1515,2012-10-16,640,weekday
5555,2012-10-16,645,weekday
5555,2012-10-16,650,weekday
8383,2012-10-16,655,weekday
2929,2012-10-16,700,weekday
5757,2012-10-16,705,weekday
1313,2012-10-16,710,weekday
